age_group,sex,country,year,count_in,count_out
Y62,M,DK,2018,76,82.0
Y62,M,DK,2019,91,82.0
Y62,F,EE,2000,0,9.0
Y62,F,EE,2001,1,6.0
Y62,F,EE,2002,1,9.0
Y62,F,EE,2003,5,8.0
Y62,F,EE,2004,4,8.0
Y62,F,EE,2005,3,6.0
Y62,F,EE,2006,4,6.0
Y62,F,EE,2007,8,2.0
Y62,F,EE,2008,9,4.0
Y62,F,EE,2009,7,10.0
Y62,F,EE,2010,11,7.0
Y62,F,EE,2011,13,6.0
Y62,F,EE,2012,8,11.0
Y62,F,EE,2013,14,9.0
Y62,F,EE,2014,10,3.0
Y62,F,EE,2015,47,21.0
Y62,F,EE,2016,59,35.0
Y62,F,EE,2017,65,26.0
Y62,F,EE,2018,52,22.0
Y62,F,EE,2019,63,22.0
Y62,M,EE,2000,0,4.0
Y62,M,EE,2001,0,8.0
Y62,M,EE,2002,5,8.0
Y62,M,EE,2003,7,9.0
Y62,M,EE,2004,3,6.0
Y62,M,EE,2005,9,5.0
Y62,M,EE,2006,10,9.0
Y62,M,EE,2007,8,5.0
Y62,M,EE,2008,10,4.0
Y62,M,EE,2009,11,3.0
Y62,M,EE,2010,3,1.0
Y62,M,EE,2011,4,10.0
Y62,M,EE,2012,4,3.0
Y62,M,EE,2013,9,7.0
Y62,M,EE,2014,11,5.0
Y62,M,EE,2015,49,32.0
Y62,M,EE,2016,67,41.0
Y62,M,EE,2017,87,43.0
Y62,M,EE,2018,71,41.0
Y62,M,EE,2019,74,32.0
Y62,F,ES,2002,1345,102.0
Y62,F,ES,2003,1382,82.0
Y62,F,ES,2004,1806,124.0
Y62,F,ES,2005,1784,153.0
Y62,F,ES,2006,2071,298.0
Y62,F,ES,2007,1869,502.0
Y62,F,ES,2008,1369,615.0
Y62,F,ES,2009,1157,793.0
Y62,F,ES,2010,1170,925.0
Y62,F,ES,2011,1339,918.0
Y62,F,ES,2012,1117,952.0
Y62,F,ES,2013,1008,1357.0
Y62,F,ES,2014,1079,1081.0
Y62,F,ES,2015,1183,903.0
Y62,F,ES,2016,1502,1019.0
Y62,F,ES,2017,1892,1281.0
Y62,F,ES,2018,2173,1085.0
Y62,F,ES,2019,2431,1129.0
Y62,M,ES,2002,1334,130.0
Y62,M,ES,2003,1291,85.0
Y62,M,ES,2004,1691,118.0
Y62,M,ES,2005,1686,155.0
Y62,M,ES,2006,1872,240.0
Y62,M,ES,2007,1641,383.0
Y62,M,ES,2008,1202,512.0
Y62,M,ES,2009,997,795.0
Y62,M,ES,2010,1026,887.0
Y62,M,ES,2011,1026,802.0
Y62,M,ES,2012,925,970.0
Y62,M,ES,2013,888,1251.0
Y62,M,ES,2014,973,918.0
Y62,M,ES,2015,1029,1032.0
Y62,M,ES,2016,1176,937.0
Y62,M,ES,2017,1413,1345.0
Y62,M,ES,2018,1709,1150.0
Y62,M,ES,2019,1888,1053.0
Y62,F,FI,2009,34,28.0
Y62,F,FI,2010,38,19.0
Y62,F,FI,2011,47,29.0
Y62,F,FI,2012,51,26.0
Y62,F,FI,2013,50,34.0
Y62,F,FI,2014,50,28.0
Y62,F,FI,2015,28,31.0
Y62,F,FI,2016,42,29.0
Y62,F,FI,2017,39,41.0
Y62,F,FI,2018,54,45.0
Y62,F,FI,2019,29,30.0
Y62,M,FI,2009,61,40.0
Y62,M,FI,2010,55,29.0
